filename,width,height,class,xmin,ymin,xmax,ymax
322-Nagmamahal_PNG.rf.660080f09ac658636d1b87cc7d342f31.jpg,373,70,ᜄ᜔,59,18,116,70
322-Nagmamahal_PNG.rf.660080f09ac658636d1b87cc7d342f31.jpg,373,70,ᜋ,122,13,182,58
322-Nagmamahal_PNG.rf.660080f09ac658636d1b87cc7d342f31.jpg,373,70,ᜋ,191,9,251,57
322-Nagmamahal_PNG.rf.660080f09ac658636d1b87cc7d342f31.jpg,373,70,ᜑ,255,14,307,45
322-Nagmamahal_PNG.rf.660080f09ac658636d1b87cc7d342f31.jpg,373,70,ᜎ᜔,321,6,367,70
256-Banal_PNG.rf.b14ab50abef4bf0a3c8e0e671528a613.jpg,169,75,ᜊ,0,15,43,54
256-Banal_PNG.rf.b14ab50abef4bf0a3c8e0e671528a613.jpg,169,75,ᜈ,47,10,112,54
256-Banal_PNG.rf.b14ab50abef4bf0a3c8e0e671528a613.jpg,169,75,ᜎ᜔,113,6,167,59
273-Panalasa_PNG.rf.bc972d2b6114167f180e317eabbd101f.jpg,289,76,ᜉ,0,15,74,59
273-Panalasa_PNG.rf.bc972d2b6114167f180e317eabbd101f.jpg,289,76,ᜈ᜔,80,7,146,61
273-Panalasa_PNG.rf.bc972d2b6114167f180e317eabbd101f.jpg,289,76,ᜎ,155,10,222,67
273-Panalasa_PNG.rf.bc972d2b6114167f180e317eabbd101f.jpg,289,76,ᜐ,230,5,284,73
377-Kapara_PNG.rf.3e384ce26e29ffc100a776e764c7b93b.jpg,169,59,ᜃ,4,8,54,54
377-Kapara_PNG.rf.3e384ce26e29ffc100a776e764c7b93b.jpg,169,59,ᜉ,63,5,115,47
377-Kapara_PNG.rf.3e384ce26e29ffc100a776e764c7b93b.jpg,169,59,ᜍ,119,5,165,48
196-Puso_PNG.rf.1ed5f6bc3d437cddbafb822508910dbe.jpg,121,74,ᜉᜓ,1,9,69,73
196-Puso_PNG.rf.1ed5f6bc3d437cddbafb822508910dbe.jpg,121,74,ᜐᜓ,74,4,121,73
343-Pinakahuli_PNG.rf.dfa657c97a260a0b5ee84e9b5615797f.jpg,264,63,ᜉᜒ,1,15,55,56
343-Pinakahuli_PNG.rf.dfa657c97a260a0b5ee84e9b5615797f.jpg,264,63,ᜈ,58,20,100,58
343-Pinakahuli_PNG.rf.dfa657c97a260a0b5ee84e9b5615797f.jpg,264,63,ᜃ,105,15,149,54
343-Pinakahuli_PNG.rf.dfa657c97a260a0b5ee84e9b5615797f.jpg,264,63,ᜑᜓ,155,20,212,55
343-Pinakahuli_PNG.rf.dfa657c97a260a0b5ee84e9b5615797f.jpg,264,63,ᜎᜒ,218,0,264,55
451-Ipalaganap_PNG.rf.776ed86441ac2a79bbf03b7927b00800.jpg,836,140,ᜁ,5,14,136,125
451-Ipalaganap_PNG.rf.776ed86441ac2a79bbf03b7927b00800.jpg,836,140,ᜉ,145,20,288,105
451-Ipalaganap_PNG.rf.776ed86441ac2a79bbf03b7927b00800.jpg,836,140,ᜎ,296,17,430,135
451-Ipalaganap_PNG.rf.776ed86441ac2a79bbf03b7927b00800.jpg,836,140,ᜄ,436,18,561,113
451-Ipalaganap_PNG.rf.776ed86441ac2a79bbf03b7927b00800.jpg,836,140,ᜈ,573,8,691,110
451-Ipalaganap_PNG.rf.776ed86441ac2a79bbf03b7927b00800.jpg,836,140,ᜉ᜔,701,11,832,133
181-Tikas_PNG.rf.e5523aeeeb45873ad77e422b2d270c0d.jpg,181,82,ᜆᜒ,1,2,56,62
181-Tikas_PNG.rf.e5523aeeeb45873ad77e422b2d270c0d.jpg,181,82,ᜃ,58,10,126,64
181-Tikas_PNG.rf.e5523aeeeb45873ad77e422b2d270c0d.jpg,181,82,ᜐ᜔,126,8,179,82
164-Muna_PNG.rf.c6514b74643c83c512e4174ad8ee5919.jpg,115,61,ᜋᜓ,2,8,63,57
164-Muna_PNG.rf.c6514b74643c83c512e4174ad8ee5919.jpg,115,61,ᜈ,64,8,109,57
433-Taon_PNG.rf.9f0b410a10e53a43e8e77365d6cf82ae.jpg,229,87,ᜆ,7,11,82,68
433-Taon_PNG.rf.9f0b410a10e53a43e8e77365d6cf82ae.jpg,229,87,ᜂ,92,12,134,66
433-Taon_PNG.rf.9f0b410a10e53a43e8e77365d6cf82ae.jpg,229,87,ᜈ᜔,141,12,215,81
459-Dangal_PNG.rf.b25065743bbdf833b55866a0b63c92d9.jpg,173,81,ᜇ,1,14,53,52
459-Dangal_PNG.rf.b25065743bbdf833b55866a0b63c92d9.jpg,173,81,ᜅ,55,12,116,56
459-Dangal_PNG.rf.b25065743bbdf833b55866a0b63c92d9.jpg,173,81,ᜎ᜔,117,12,171,81
443-Dula_PNG.rf.2a07331108e01c0bb98fe0eb8c783e70.jpg,96,44,ᜇᜓ,5,3,51,44
443-Dula_PNG.rf.2a07331108e01c0bb98fe0eb8c783e70.jpg,96,44,ᜎ,57,1,96,41
334-Liliko_PNG.rf.d2c423ce942f3e265f9f4c9d4e6b6eab.jpg,103,44,ᜎᜒ,5,6,34,38
334-Liliko_PNG.rf.d2c423ce942f3e265f9f4c9d4e6b6eab.jpg,103,44,ᜎᜒ,37,3,65,36
334-Liliko_PNG.rf.d2c423ce942f3e265f9f4c9d4e6b6eab.jpg,103,44,ᜃᜓ,71,9,101,39
430-Pasko_PNG.rf.92e3738722790c3c67aa06b6929ec603.jpg,262,85,ᜉ,10,7,85,61
430-Pasko_PNG.rf.92e3738722790c3c67aa06b6929ec603.jpg,262,85,ᜐ᜔,91,7,167,75
430-Pasko_PNG.rf.92e3738722790c3c67aa06b6929ec603.jpg,262,85,ᜃᜓ,171,7,247,73
224-Diyos_PNG.rf.e3928fee140c69e53de3603cc61aa908.jpg,189,85,ᜇᜒ,3,0,64,61
224-Diyos_PNG.rf.e3928fee140c69e53de3603cc61aa908.jpg,189,85,ᜌᜓ,64,19,129,80
224-Diyos_PNG.rf.e3928fee140c69e53de3603cc61aa908.jpg,189,85,ᜐ᜔,132,16,179,85
257-Pilipinong_PNG.rf.1ace0f730f788286fe6bd1461b813151.jpg,292,81,ᜉᜒ,0,5,60,55
257-Pilipinong_PNG.rf.1ace0f730f788286fe6bd1461b813151.jpg,292,81,ᜎᜒ,62,6,111,67
257-Pilipinong_PNG.rf.1ace0f730f788286fe6bd1461b813151.jpg,292,81,ᜉᜒ,113,9,169,58
257-Pilipinong_PNG.rf.1ace0f730f788286fe6bd1461b813151.jpg,292,81,ᜈᜓ,173,14,226,77
257-Pilipinong_PNG.rf.1ace0f730f788286fe6bd1461b813151.jpg,292,81,ᜅ᜔,227,14,287,78
449-Wakasan_PNG.rf.38b1e8bb329dd51e5bee395741035433.jpg,430,103,ᜏ,8,14,96,94
449-Wakasan_PNG.rf.38b1e8bb329dd51e5bee395741035433.jpg,430,103,ᜃ,113,21,208,84
449-Wakasan_PNG.rf.38b1e8bb329dd51e5bee395741035433.jpg,430,103,ᜐ,230,13,338,79
449-Wakasan_PNG.rf.38b1e8bb329dd51e5bee395741035433.jpg,430,103,ᜈ᜔,361,4,420,84
319-Kuwento_PNG.rf.aeedd80ec90369c2e2919bd0773a3e75.jpg,224,74,ᜃᜓ,3,11,61,62
319-Kuwento_PNG.rf.aeedd80ec90369c2e2919bd0773a3e75.jpg,224,74,ᜏᜒ,69,2,109,60
319-Kuwento_PNG.rf.aeedd80ec90369c2e2919bd0773a3e75.jpg,224,74,ᜈ᜔,120,14,157,72
319-Kuwento_PNG.rf.aeedd80ec90369c2e2919bd0773a3e75.jpg,224,74,ᜆᜓ,167,12,220,65
290-Ganito_PNG.rf.d0aa6d4967cbab548a1ca3314e06d810.jpg,151,67,ᜄ,6,19,58,59
290-Ganito_PNG.rf.d0aa6d4967cbab548a1ca3314e06d810.jpg,151,67,ᜈᜒ,61,7,103,66
290-Ganito_PNG.rf.d0aa6d4967cbab548a1ca3314e06d810.jpg,151,67,ᜆᜓ,104,13,144,59
400-Saklap_PNG.rf.a15ede5d2be126e5124f76822fc1f1eb.jpg,551,113,ᜐ,3,13,92,85
400-Saklap_PNG.rf.a15ede5d2be126e5124f76822fc1f1eb.jpg,551,113,ᜃ᜔,150,12,235,108
400-Saklap_PNG.rf.a15ede5d2be126e5124f76822fc1f1eb.jpg,551,113,ᜎ,296,11,385,94
400-Saklap_PNG.rf.a15ede5d2be126e5124f76822fc1f1eb.jpg,551,113,ᜉ᜔,444,5,541,113
109-Patawarin_PNG.rf.518cf014a0bb166705556e4f30a4b158.jpg,270,75,ᜉ,2,8,64,57
109-Patawarin_PNG.rf.518cf014a0bb166705556e4f30a4b158.jpg,270,75,ᜆ,67,12,120,57
109-Patawarin_PNG.rf.518cf014a0bb166705556e4f30a4b158.jpg,270,75,ᜏ,121,10,163,55
109-Patawarin_PNG.rf.518cf014a0bb166705556e4f30a4b158.jpg,270,75,ᜍᜒ,166,2,221,57
109-Patawarin_PNG.rf.518cf014a0bb166705556e4f30a4b158.jpg,270,75,ᜈ᜔,222,6,263,75
431-Manigo_PNG.rf.75232c413df949651df3c536e0689628.jpg,241,89,ᜋ,1,15,74,68
431-Manigo_PNG.rf.75232c413df949651df3c536e0689628.jpg,241,89,ᜈᜒ,81,4,156,70
431-Manigo_PNG.rf.75232c413df949651df3c536e0689628.jpg,241,89,ᜄᜓ,162,14,236,81
241-Lakas_PNG.rf.7623cc3d8f9181db2c0d509634ccd5ed.jpg,193,91,ᜃ,62,8,127,72
241-Lakas_PNG.rf.7623cc3d8f9181db2c0d509634ccd5ed.jpg,193,91,ᜎ,1,8,61,74
241-Lakas_PNG.rf.7623cc3d8f9181db2c0d509634ccd5ed.jpg,193,91,ᜐ᜔,132,4,189,91
382-Umaga_PNG.rf.1050842577d23249dd4217c43ba394a4.jpg,138,55,ᜂ,3,9,35,40
382-Umaga_PNG.rf.1050842577d23249dd4217c43ba394a4.jpg,138,55,ᜋ,44,3,77,41
382-Umaga_PNG.rf.1050842577d23249dd4217c43ba394a4.jpg,138,55,ᜄ,85,4,136,42
347-Hininga_PNG.rf.baada3e3a208bd76e4702fde42ba849d.jpg,206,67,ᜑᜒ,9,16,62,52
347-Hininga_PNG.rf.baada3e3a208bd76e4702fde42ba849d.jpg,206,67,ᜈᜒ,70,5,112,57
347-Hininga_PNG.rf.baada3e3a208bd76e4702fde42ba849d.jpg,206,67,ᜅ,120,14,203,58
244-Tayo_PNG.rf.f532fad30011f344356e4263e146cb1b.jpg,142,80,ᜆ,2,9,64,54
244-Tayo_PNG.rf.f532fad30011f344356e4263e146cb1b.jpg,142,80,ᜌᜓ,66,3,141,80
447-Bisig_PNG.rf.04ccbf4ebf74d965b48aab0eedf38a63.jpg,117,43,ᜊᜒ,0,3,33,34
447-Bisig_PNG.rf.04ccbf4ebf74d965b48aab0eedf38a63.jpg,117,43,ᜐᜒ,34,1,73,42
447-Bisig_PNG.rf.04ccbf4ebf74d965b48aab0eedf38a63.jpg,117,43,ᜄ᜔,74,10,113,43
130-Kasalanan_PNG.rf.ef571806a5f04fc74bcf3a63b87cc170.jpg,261,65,ᜃ,7,5,64,53
130-Kasalanan_PNG.rf.ef571806a5f04fc74bcf3a63b87cc170.jpg,261,65,ᜐ,67,6,109,55
130-Kasalanan_PNG.rf.ef571806a5f04fc74bcf3a63b87cc170.jpg,261,65,ᜎ,112,5,166,53
130-Kasalanan_PNG.rf.ef571806a5f04fc74bcf3a63b87cc170.jpg,261,65,ᜈ,168,5,208,51
130-Kasalanan_PNG.rf.ef571806a5f04fc74bcf3a63b87cc170.jpg,261,65,ᜈ᜔,216,3,254,65
39-Alis_PNG.rf.fe7013be7c1834de8b1b32173dcc5cc9.jpg,248,90,ᜀ,10,14,81,67
39-Alis_PNG.rf.fe7013be7c1834de8b1b32173dcc5cc9.jpg,248,90,ᜎᜒ,90,4,161,67
39-Alis_PNG.rf.fe7013be7c1834de8b1b32173dcc5cc9.jpg,248,90,ᜐ᜔,167,14,240,82
143-Tulog_PNG.rf.1cb976aca16eab5cfa1ddef458a91f0b.jpg,199,71,ᜆᜓ,0,0,70,71
143-Tulog_PNG.rf.1cb976aca16eab5cfa1ddef458a91f0b.jpg,199,71,ᜎᜓ,74,7,136,71
143-Tulog_PNG.rf.1cb976aca16eab5cfa1ddef458a91f0b.jpg,199,71,ᜄ᜔,142,7,193,71
353-Hupa_PNG.rf.4aab937926cc616f973c796a703d64ec.jpg,143,67,ᜑᜓ,0,15,57,63
353-Hupa_PNG.rf.4aab937926cc616f973c796a703d64ec.jpg,143,67,ᜉ,64,10,138,58
199-Giting_PNG.rf.22d9a56e216b14bd3faf240c539c31c2.jpg,181,89,ᜄᜒ,3,2,52,74
199-Giting_PNG.rf.22d9a56e216b14bd3faf240c539c31c2.jpg,181,89,ᜆᜒ,55,8,112,64
199-Giting_PNG.rf.22d9a56e216b14bd3faf240c539c31c2.jpg,181,89,ᜅ᜔,113,14,179,89
280-Kusang_PNG.rf.9e3116ab7a0616c5c3426bedd8a6bcd6.jpg,193,78,ᜃᜓ,1,2,63,71
280-Kusang_PNG.rf.9e3116ab7a0616c5c3426bedd8a6bcd6.jpg,193,78,ᜐ,69,2,117,64
280-Kusang_PNG.rf.9e3116ab7a0616c5c3426bedd8a6bcd6.jpg,193,78,ᜅ᜔,122,2,192,78
210-Awit_PNG.rf.5d28c5b51b6274c213e0c5a52e740e6f.jpg,175,84,ᜀ,0,23,60,60
210-Awit_PNG.rf.5d28c5b51b6274c213e0c5a52e740e6f.jpg,175,84,ᜏᜒ,68,4,116,62
210-Awit_PNG.rf.5d28c5b51b6274c213e0c5a52e740e6f.jpg,175,84,ᜆ᜔,119,23,172,84
209-Amihang_PNG.rf.c0c34c5dcddedcef82acef7f428cddb5.jpg,234,77,ᜀ,0,19,61,57
209-Amihang_PNG.rf.c0c34c5dcddedcef82acef7f428cddb5.jpg,234,77,ᜋᜒ,61,5,118,56
209-Amihang_PNG.rf.c0c34c5dcddedcef82acef7f428cddb5.jpg,234,77,ᜑ,118,25,168,51
209-Amihang_PNG.rf.c0c34c5dcddedcef82acef7f428cddb5.jpg,234,77,ᜅ᜔,175,10,230,73
337-Dalhan_PNG.rf.b22edb5aed612709e5f8fe281b14adda.jpg,127,45,ᜇ,3,4,35,34
337-Dalhan_PNG.rf.b22edb5aed612709e5f8fe281b14adda.jpg,127,45,ᜎ᜔,38,6,63,45
337-Dalhan_PNG.rf.b22edb5aed612709e5f8fe281b14adda.jpg,127,45,ᜑ,64,13,96,26
337-Dalhan_PNG.rf.b22edb5aed612709e5f8fe281b14adda.jpg,127,45,ᜈ᜔,99,5,123,45
378-Ngalan_PNG.rf.246389d688c81980bcfd952ff452961d.jpg,161,68,ᜅ,4,17,70,55
378-Ngalan_PNG.rf.246389d688c81980bcfd952ff452961d.jpg,161,68,ᜎ,73,10,115,53
378-Ngalan_PNG.rf.246389d688c81980bcfd952ff452961d.jpg,161,68,ᜈ᜔,119,12,156,68
203-Maganda_PNG.rf.c6f54c668b7e45ffb19c2c1543f11d6d.jpg,256,73,ᜋ,1,15,68,61
203-Maganda_PNG.rf.c6f54c668b7e45ffb19c2c1543f11d6d.jpg,256,73,ᜄ,69,2,122,65
203-Maganda_PNG.rf.c6f54c668b7e45ffb19c2c1543f11d6d.jpg,256,73,ᜈ᜔,126,10,186,73
203-Maganda_PNG.rf.c6f54c668b7e45ffb19c2c1543f11d6d.jpg,256,73,ᜇ,195,11,251,59
52-Matapang_PNG.rf.4da6b94850469a52bb426bcf9c218fc6.jpg,580,83,ᜋ,9,5,87,60
52-Matapang_PNG.rf.4da6b94850469a52bb426bcf9c218fc6.jpg,580,83,ᜆ,174,5,249,60
52-Matapang_PNG.rf.4da6b94850469a52bb426bcf9c218fc6.jpg,580,83,ᜉ,337,5,410,60
52-Matapang_PNG.rf.4da6b94850469a52bb426bcf9c218fc6.jpg,580,83,ᜅ᜔,499,5,573,75
481-Sinayang_PNG.rf.176caca8c941d1a33f70ac0af7586f18.jpg,262,79,ᜐᜒ,10,14,66,69
481-Sinayang_PNG.rf.176caca8c941d1a33f70ac0af7586f18.jpg,262,79,ᜈ,74,26,121,73
481-Sinayang_PNG.rf.176caca8c941d1a33f70ac0af7586f18.jpg,262,79,ᜌ,129,26,194,68
481-Sinayang_PNG.rf.176caca8c941d1a33f70ac0af7586f18.jpg,262,79,ᜅ᜔,197,27,257,78
225-Watawat_PNG.rf.f82208b8681c810427f9f8fdd0edc13d.jpg,234,77,ᜏ,3,5,57,54
225-Watawat_PNG.rf.f82208b8681c810427f9f8fdd0edc13d.jpg,234,77,ᜆ,59,9,110,47
225-Watawat_PNG.rf.f82208b8681c810427f9f8fdd0edc13d.jpg,234,77,ᜏ,116,8,171,52
225-Watawat_PNG.rf.f82208b8681c810427f9f8fdd0edc13d.jpg,234,77,ᜆ᜔,174,17,230,77
594-Binalewala_PNG.rf.dda87041dc39f8bc3b50260ae9088e53.jpg,363,84,ᜊᜒ,0,3,63,76
594-Binalewala_PNG.rf.dda87041dc39f8bc3b50260ae9088e53.jpg,363,84,ᜈ,74,19,135,84
594-Binalewala_PNG.rf.dda87041dc39f8bc3b50260ae9088e53.jpg,363,84,ᜎᜒ,142,4,216,76
594-Binalewala_PNG.rf.dda87041dc39f8bc3b50260ae9088e53.jpg,363,84,ᜏ,221,17,277,76
594-Binalewala_PNG.rf.dda87041dc39f8bc3b50260ae9088e53.jpg,363,84,ᜎ,284,19,358,77
421-Bigla_PNG.rf.6b8d14ad742d31bc41eaa14e5511b67d.jpg,331,105,ᜊᜒ,5,4,66,69
421-Bigla_PNG.rf.6b8d14ad742d31bc41eaa14e5511b67d.jpg,331,105,ᜄ᜔,136,24,196,105
421-Bigla_PNG.rf.6b8d14ad742d31bc41eaa14e5511b67d.jpg,331,105,ᜎ,259,37,320,101
357-Namimintana_PNG.rf.f9c160ca824da7fa9b9c67b9d83dbb1d.jpg,337,76,ᜈ,3,18,61,63
357-Namimintana_PNG.rf.f9c160ca824da7fa9b9c67b9d83dbb1d.jpg,337,76,ᜋᜒ,70,11,120,63
357-Namimintana_PNG.rf.f9c160ca824da7fa9b9c67b9d83dbb1d.jpg,337,76,ᜋᜒ,122,8,177,61
357-Namimintana_PNG.rf.f9c160ca824da7fa9b9c67b9d83dbb1d.jpg,337,76,ᜈ᜔,187,12,228,76
357-Namimintana_PNG.rf.f9c160ca824da7fa9b9c67b9d83dbb1d.jpg,337,76,ᜆ,235,5,287,56
357-Namimintana_PNG.rf.f9c160ca824da7fa9b9c67b9d83dbb1d.jpg,337,76,ᜈ,290,12,333,59
409-Bahala_PNG.rf.6811bac2bfb6ec1dad852852ef311292.jpg,505,139,ᜊ,9,13,104,98
409-Bahala_PNG.rf.6811bac2bfb6ec1dad852852ef311292.jpg,505,139,ᜑ,192,40,303,83
409-Bahala_PNG.rf.6811bac2bfb6ec1dad852852ef311292.jpg,505,139,ᜎ,386,37,484,127
231-Iba_PNG.rf.b6756ea9753717270dfa18e23028f2bc.jpg,83,47,ᜁ,2,4,47,41
231-Iba_PNG.rf.b6756ea9753717270dfa18e23028f2bc.jpg,83,47,ᜊ,48,8,82,40
173-Maalala_PNG.rf.54413caa1d5769630b5c0ce92ef0a670.jpg,322,59,ᜋ,7,8,85,51
173-Maalala_PNG.rf.54413caa1d5769630b5c0ce92ef0a670.jpg,322,59,ᜀ,92,8,168,44
173-Maalala_PNG.rf.54413caa1d5769630b5c0ce92ef0a670.jpg,322,59,ᜎ,176,0,244,57
173-Maalala_PNG.rf.54413caa1d5769630b5c0ce92ef0a670.jpg,322,59,ᜎ,251,0,319,55
151-Nakakapagod_PNG.rf.58c81feb0bd2fb460ab52a4a09ba7201.jpg,255,58,ᜈ,2,14,32,47
151-Nakakapagod_PNG.rf.58c81feb0bd2fb460ab52a4a09ba7201.jpg,255,58,ᜃ,36,14,77,47
151-Nakakapagod_PNG.rf.58c81feb0bd2fb460ab52a4a09ba7201.jpg,255,58,ᜃ,80,12,124,42
151-Nakakapagod_PNG.rf.58c81feb0bd2fb460ab52a4a09ba7201.jpg,255,58,ᜉ,127,11,171,43
151-Nakakapagod_PNG.rf.58c81feb0bd2fb460ab52a4a09ba7201.jpg,255,58,ᜄᜓ,174,13,207,55
151-Nakakapagod_PNG.rf.58c81feb0bd2fb460ab52a4a09ba7201.jpg,255,58,ᜇ᜔,211,10,249,58
351-Bansa_PNG.rf.c02700f3389f4df3891deb625e92a286.jpg,179,72,ᜊ,3,8,57,55
351-Bansa_PNG.rf.c02700f3389f4df3891deb625e92a286.jpg,179,72,ᜈ᜔,67,4,106,72
351-Bansa_PNG.rf.c02700f3389f4df3891deb625e92a286.jpg,179,72,ᜐ,114,5,173,54
314-Saksi_PNG.rf.6b2eeb6cbe450a9ed432dc91dca4a893.jpg,203,73,ᜐ,1,12,64,71
314-Saksi_PNG.rf.6b2eeb6cbe450a9ed432dc91dca4a893.jpg,203,73,ᜃ᜔,73,10,124,73
314-Saksi_PNG.rf.6b2eeb6cbe450a9ed432dc91dca4a893.jpg,203,73,ᜐᜒ,133,3,198,60
138-Isa_PNG.rf.e7a75ab58c4f53b17883646ccb06e977.jpg,127,62,ᜁ,5,7,68,59
138-Isa_PNG.rf.e7a75ab58c4f53b17883646ccb06e977.jpg,127,62,ᜐ,71,7,117,61
114-Mailigtas_PNG.rf.fd13af6afaad280786b547bf7a7c0e7e.jpg,369,77,ᜋ,4,11,71,69
114-Mailigtas_PNG.rf.fd13af6afaad280786b547bf7a7c0e7e.jpg,369,77,ᜁ,71,12,132,59
114-Mailigtas_PNG.rf.fd13af6afaad280786b547bf7a7c0e7e.jpg,369,77,ᜎᜒ,135,4,196,64
114-Mailigtas_PNG.rf.fd13af6afaad280786b547bf7a7c0e7e.jpg,369,77,ᜄ᜔,199,11,254,77
114-Mailigtas_PNG.rf.fd13af6afaad280786b547bf7a7c0e7e.jpg,369,77,ᜆ,256,11,313,60
114-Mailigtas_PNG.rf.fd13af6afaad280786b547bf7a7c0e7e.jpg,369,77,ᜐ᜔,316,7,363,77
29-Naman_PNG.rf.d10e5ce604c234e120c6fa57fe07fd68.jpg,156,74,ᜈ,7,14,47,58
29-Naman_PNG.rf.d10e5ce604c234e120c6fa57fe07fd68.jpg,156,74,ᜋ,53,14,109,59
29-Naman_PNG.rf.d10e5ce604c234e120c6fa57fe07fd68.jpg,156,74,ᜈ᜔,111,8,145,68
445-Hangal_PNG.rf.3860db83593b9f2d5ea13f6bb96a27d0.jpg,214,62,ᜑ,7,20,62,32
445-Hangal_PNG.rf.3860db83593b9f2d5ea13f6bb96a27d0.jpg,214,62,ᜅ,82,7,135,46
445-Hangal_PNG.rf.3860db83593b9f2d5ea13f6bb96a27d0.jpg,214,62,ᜎ᜔,154,7,203,57
392-Sabagay_PNG.rf.afdc216704cc473fdaa406f6d750fbd6.jpg,476,114,ᜐ,2,9,76,75
392-Sabagay_PNG.rf.afdc216704cc473fdaa406f6d750fbd6.jpg,476,114,ᜊ,124,18,194,78
392-Sabagay_PNG.rf.afdc216704cc473fdaa406f6d750fbd6.jpg,476,114,ᜄ,249,28,319,95
392-Sabagay_PNG.rf.afdc216704cc473fdaa406f6d750fbd6.jpg,476,114,ᜌ᜔,368,40,467,114
235-Silangan_PNG.rf.0067635e558f3f10ecdf9fe3a79a3aef.jpg,232,73,ᜐᜒ,3,2,41,71
235-Silangan_PNG.rf.0067635e558f3f10ecdf9fe3a79a3aef.jpg,232,73,ᜎ,46,13,96,65
235-Silangan_PNG.rf.0067635e558f3f10ecdf9fe3a79a3aef.jpg,232,73,ᜅ,99,12,157,62
235-Silangan_PNG.rf.0067635e558f3f10ecdf9fe3a79a3aef.jpg,232,73,ᜈ᜔,164,15,228,73
132-Kaya_PNG.rf.7cdf0c7e33b536da3a139e879917f73a.jpg,211,97,ᜃ,11,14,102,85
132-Kaya_PNG.rf.7cdf0c7e33b536da3a139e879917f73a.jpg,211,97,ᜌ,108,8,196,72
417-Tumitig_PNG.rf.888368b1a3a335d162d60d0b07f5b466.jpg,520,121,ᜆᜓ,9,25,90,115
417-Tumitig_PNG.rf.888368b1a3a335d162d60d0b07f5b466.jpg,520,121,ᜋᜒ,169,7,269,90
417-Tumitig_PNG.rf.888368b1a3a335d162d60d0b07f5b466.jpg,520,121,ᜆᜒ,304,2,375,108
417-Tumitig_PNG.rf.888368b1a3a335d162d60d0b07f5b466.jpg,520,121,ᜄ᜔,448,30,510,115
355-Butil_PNG.rf.88914eca29aacd48bc4298e746d51d20.jpg,186,77,ᜊᜓ,2,15,64,72
355-Butil_PNG.rf.88914eca29aacd48bc4298e746d51d20.jpg,186,77,ᜆᜒ,68,11,125,60
355-Butil_PNG.rf.88914eca29aacd48bc4298e746d51d20.jpg,186,77,ᜎ᜔,128,9,180,77
128-Buhay_PNG.rf.167eda8a0206a135e9b42b94c15bcb6a.jpg,154,71,ᜊᜓ,3,11,45,64
128-Buhay_PNG.rf.167eda8a0206a135e9b42b94c15bcb6a.jpg,154,71,ᜑ,46,17,96,40
