filename,width,height,class,xmin,ymin,xmax,ymax
825-Tanggol_PNG.rf.11408e4ebf568e5464a28f0206cad831.jpg,315,113,3,191,8,247,70
825-Tanggol_PNG.rf.11408e4ebf568e5464a28f0206cad831.jpg,315,113,4,253,2,313,82
825-Tanggol_PNG.rf.11408e4ebf568e5464a28f0206cad831.jpg,315,113,2.3,119,71,146,97
825-Tanggol_PNG.rf.11408e4ebf568e5464a28f0206cad831.jpg,315,113,3.2,213,72,226,85
825-Tanggol_PNG.rf.11408e4ebf568e5464a28f0206cad831.jpg,315,113,4.3,267,90,294,113
917-Tigil_PNG.rf.3d677d9cdff31f585110b1411eaf1665.jpg,198,75,1,14,17,74,68
917-Tigil_PNG.rf.3d677d9cdff31f585110b1411eaf1665.jpg,198,75,2,77,18,135,68
917-Tigil_PNG.rf.3d677d9cdff31f585110b1411eaf1665.jpg,198,75,3,144,16,198,57
917-Tigil_PNG.rf.3d677d9cdff31f585110b1411eaf1665.jpg,198,75,3.3,182,55,195,68
917-Tigil_PNG.rf.3d677d9cdff31f585110b1411eaf1665.jpg,198,75,2.1,111,7,120,16
917-Tigil_PNG.rf.3d677d9cdff31f585110b1411eaf1665.jpg,198,75,1.1,44,7,56,17
919-Tiya_PNG.rf.051944a219cbb2364a2e3538c8404ff7.jpg,133,71,1,2,19,60,66
919-Tiya_PNG.rf.051944a219cbb2364a2e3538c8404ff7.jpg,133,71,2,63,16,130,68
919-Tiya_PNG.rf.051944a219cbb2364a2e3538c8404ff7.jpg,133,71,1.1,16,8,29,19
952-Ikli_PNG.rf.d0bfc83f0c87c98904a67f3caaa2481a.jpg,160,68,1,2,17,47,55
952-Ikli_PNG.rf.d0bfc83f0c87c98904a67f3caaa2481a.jpg,160,68,2,56,14,108,52
952-Ikli_PNG.rf.d0bfc83f0c87c98904a67f3caaa2481a.jpg,160,68,3,114,13,155,57
952-Ikli_PNG.rf.d0bfc83f0c87c98904a67f3caaa2481a.jpg,160,68,2.3,73,52,99,68
952-Ikli_PNG.rf.d0bfc83f0c87c98904a67f3caaa2481a.jpg,160,68,3.1,124,2,137,11
913-Wari_PNG.rf.38de99b1940141cc25712f223c10dace.jpg,126,66,1,6,10,51,58
913-Wari_PNG.rf.38de99b1940141cc25712f223c10dace.jpg,126,66,2,58,18,124,53
913-Wari_PNG.rf.38de99b1940141cc25712f223c10dace.jpg,126,66,2.1,87,2,95,10
963-Upang_PNG.rf.066d5b5c9fdeb76d89d1f125786f24e1.jpg,341,115,1,25,25,77,101
963-Upang_PNG.rf.066d5b5c9fdeb76d89d1f125786f24e1.jpg,341,115,2,91,26,216,84
963-Upang_PNG.rf.066d5b5c9fdeb76d89d1f125786f24e1.jpg,341,115,3,237,14,329,91
963-Upang_PNG.rf.066d5b5c9fdeb76d89d1f125786f24e1.jpg,341,115,3.3,280,67,310,97
964-Ahin_PNG.rf.b171f9be82d94dacf89b055ccbdda8b5.jpg,307,132,1,4,27,96,109
964-Ahin_PNG.rf.b171f9be82d94dacf89b055ccbdda8b5.jpg,307,132,2,110,47,198,96
964-Ahin_PNG.rf.b171f9be82d94dacf89b055ccbdda8b5.jpg,307,132,3,215,17,296,95
964-Ahin_PNG.rf.b171f9be82d94dacf89b055ccbdda8b5.jpg,307,132,2.1,152,21,171,47
964-Ahin_PNG.rf.b171f9be82d94dacf89b055ccbdda8b5.jpg,307,132,3.3,235,94,262,126
992-Padala_PNG.rf.bf1d3175c3e3b15a7e3dfb8624533614.jpg,203,63,1,0,10,72,59
992-Padala_PNG.rf.bf1d3175c3e3b15a7e3dfb8624533614.jpg,203,63,2,82,10,141,54
992-Padala_PNG.rf.bf1d3175c3e3b15a7e3dfb8624533614.jpg,203,63,3,150,1,198,56
984-Pagkakamali_PNG.rf.ae64fbba104c6737f52b5d7e6e746f81.jpg,396,70,1,4,12,76,69
984-Pagkakamali_PNG.rf.ae64fbba104c6737f52b5d7e6e746f81.jpg,396,70,2,82,12,142,60
984-Pagkakamali_PNG.rf.ae64fbba104c6737f52b5d7e6e746f81.jpg,396,70,3,147,14,204,59
984-Pagkakamali_PNG.rf.ae64fbba104c6737f52b5d7e6e746f81.jpg,396,70,4,209,14,266,62
984-Pagkakamali_PNG.rf.ae64fbba104c6737f52b5d7e6e746f81.jpg,396,70,5,272,16,344,62
984-Pagkakamali_PNG.rf.ae64fbba104c6737f52b5d7e6e746f81.jpg,396,70,6,351,11,396,59
984-Pagkakamali_PNG.rf.ae64fbba104c6737f52b5d7e6e746f81.jpg,396,70,2.3,109,57,132,70
984-Pagkakamali_PNG.rf.ae64fbba104c6737f52b5d7e6e746f81.jpg,396,70,6.1,368,2,378,11
949-Pinasaya_PNG.rf.55912df6516718157b6678a547ffe044.jpg,235,55,1,3,13,56,46
949-Pinasaya_PNG.rf.55912df6516718157b6678a547ffe044.jpg,235,55,2,70,9,117,46
949-Pinasaya_PNG.rf.55912df6516718157b6678a547ffe044.jpg,235,55,3,125,10,173,49
949-Pinasaya_PNG.rf.55912df6516718157b6678a547ffe044.jpg,235,55,4,176,15,232,49
949-Pinasaya_PNG.rf.55912df6516718157b6678a547ffe044.jpg,235,55,1.1,29,1,39,12
956-Katok_PNG.rf.ab9fc1df0660d3224c65e616a00eef0d.jpg,500,163,1,9,9,174,148
956-Katok_PNG.rf.ab9fc1df0660d3224c65e616a00eef0d.jpg,500,163,2,217,23,349,143
956-Katok_PNG.rf.ab9fc1df0660d3224c65e616a00eef0d.jpg,500,163,2.2,284,147,306,163
956-Katok_PNG.rf.ab9fc1df0660d3224c65e616a00eef0d.jpg,500,163,3,353,35,500,143
956-Katok_PNG.rf.ab9fc1df0660d3224c65e616a00eef0d.jpg,500,163,3.3,423,137,449,163
799-Kagustuhan_PNG.rf.c31c6d0de86b3a3478ce9db5c101f4c5.jpg,556,90,1,3,0,106,73
799-Kagustuhan_PNG.rf.c31c6d0de86b3a3478ce9db5c101f4c5.jpg,556,90,2,114,7,195,75
799-Kagustuhan_PNG.rf.c31c6d0de86b3a3478ce9db5c101f4c5.jpg,556,90,2.2,146,77,173,90
799-Kagustuhan_PNG.rf.c31c6d0de86b3a3478ce9db5c101f4c5.jpg,556,90,3,205,0,282,79
799-Kagustuhan_PNG.rf.c31c6d0de86b3a3478ce9db5c101f4c5.jpg,556,90,3.3,228,71,258,90
799-Kagustuhan_PNG.rf.c31c6d0de86b3a3478ce9db5c101f4c5.jpg,556,90,4,288,2,351,78
799-Kagustuhan_PNG.rf.c31c6d0de86b3a3478ce9db5c101f4c5.jpg,556,90,4.2,326,81,352,90
799-Kagustuhan_PNG.rf.c31c6d0de86b3a3478ce9db5c101f4c5.jpg,556,90,5,362,23,454,67
799-Kagustuhan_PNG.rf.c31c6d0de86b3a3478ce9db5c101f4c5.jpg,556,90,6,465,1,553,70
799-Kagustuhan_PNG.rf.c31c6d0de86b3a3478ce9db5c101f4c5.jpg,556,90,6.3,491,72,515,90
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,1,14,24,80,84
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,2,89,30,144,92
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,3,155,30,227,77
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,4,233,27,290,81
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,4.3,245,83,276,106
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,5,301,17,378,83
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,6,383,20,484,80
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,6.3,413,81,446,108
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,7,493,23,551,83
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,7.2,509,90,522,104
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,8,555,23,613,86
830-Tagapagtanggol_PNG.rf.6e0053657d93e390547c77ea5b412c70.jpg,617,121,8.3,565,87,594,117
890-Katakot_PNG.rf.8fa8c411a4aff19d2431c3362ab28571.jpg,158,57,1,7,15,42,50
890-Katakot_PNG.rf.8fa8c411a4aff19d2431c3362ab28571.jpg,158,57,2,45,15,75,42
890-Katakot_PNG.rf.8fa8c411a4aff19d2431c3362ab28571.jpg,158,57,3,82,17,115,48
890-Katakot_PNG.rf.8fa8c411a4aff19d2431c3362ab28571.jpg,158,57,3.2,97,45,105,51
890-Katakot_PNG.rf.8fa8c411a4aff19d2431c3362ab28571.jpg,158,57,4,122,17,155,48
890-Katakot_PNG.rf.8fa8c411a4aff19d2431c3362ab28571.jpg,158,57,4.3,141,39,152,52
781-Matindi_PNG.rf.345040501ab6939eb13bedf38d164882.jpg,246,78,1,4,20,63,60
781-Matindi_PNG.rf.345040501ab6939eb13bedf38d164882.jpg,246,78,2,68,19,123,61
781-Matindi_PNG.rf.345040501ab6939eb13bedf38d164882.jpg,246,78,2.1,91,7,99,17
781-Matindi_PNG.rf.345040501ab6939eb13bedf38d164882.jpg,246,78,3,129,20,174,63
781-Matindi_PNG.rf.345040501ab6939eb13bedf38d164882.jpg,246,78,3.3,147,64,158,75
781-Matindi_PNG.rf.345040501ab6939eb13bedf38d164882.jpg,246,78,4,181,22,241,55
781-Matindi_PNG.rf.345040501ab6939eb13bedf38d164882.jpg,246,78,4.1,207,8,215,17
788-Sana_PNG.rf.e749ceb359e216868679552e11f697d8.jpg,131,80,1,0,3,65,78
788-Sana_PNG.rf.e749ceb359e216868679552e11f697d8.jpg,131,80,2,69,1,127,80
914-Sawa_PNG.rf.86b8825a775fc88d31918413d13e9f63.jpg,112,58,1,0,13,53,53
914-Sawa_PNG.rf.86b8825a775fc88d31918413d13e9f63.jpg,112,58,2,62,9,111,53
904-Butas_PNG.rf.bb2c90189219a1e7a357109f0b2c8119.jpg,211,54,1,7,3,68,45
904-Butas_PNG.rf.bb2c90189219a1e7a357109f0b2c8119.jpg,211,54,2,78,9,133,48
904-Butas_PNG.rf.bb2c90189219a1e7a357109f0b2c8119.jpg,211,54,3,140,11,208,47
904-Butas_PNG.rf.bb2c90189219a1e7a357109f0b2c8119.jpg,211,54,1.2,30,48,46,54
904-Butas_PNG.rf.bb2c90189219a1e7a357109f0b2c8119.jpg,211,54,3.3,176,48,191,54
798-Hilig_PNG.rf.7e4a115341681490090efeb9249c40a4.jpg,134,53,1,4,19,50,38
798-Hilig_PNG.rf.7e4a115341681490090efeb9249c40a4.jpg,134,53,1.1,20,11,31,20
798-Hilig_PNG.rf.7e4a115341681490090efeb9249c40a4.jpg,134,53,2,53,7,88,41
798-Hilig_PNG.rf.7e4a115341681490090efeb9249c40a4.jpg,134,53,2.1,63,4,72,13
798-Hilig_PNG.rf.7e4a115341681490090efeb9249c40a4.jpg,134,53,3,89,11,125,41
798-Hilig_PNG.rf.7e4a115341681490090efeb9249c40a4.jpg,134,53,3.3,107,40,115,48
931-Labas_PNG.rf.c728980edfec618b3b272c49b381afa5.jpg,169,59,1,3,13,54,52
931-Labas_PNG.rf.c728980edfec618b3b272c49b381afa5.jpg,169,59,2,57,15,106,47
931-Labas_PNG.rf.c728980edfec618b3b272c49b381afa5.jpg,169,59,3,111,9,166,46
931-Labas_PNG.rf.c728980edfec618b3b272c49b381afa5.jpg,169,59,3.3,133,49,145,59
981-Maibalik_PNG.rf.6f6a0b7017d2c0951038fe4c45f66f24.jpg,301,75,1,2,23,71,62
981-Maibalik_PNG.rf.6f6a0b7017d2c0951038fe4c45f66f24.jpg,301,75,2,76,13,125,67
981-Maibalik_PNG.rf.6f6a0b7017d2c0951038fe4c45f66f24.jpg,301,75,3,132,16,184,55
981-Maibalik_PNG.rf.6f6a0b7017d2c0951038fe4c45f66f24.jpg,301,75,4,186,12,233,64
981-Maibalik_PNG.rf.6f6a0b7017d2c0951038fe4c45f66f24.jpg,301,75,4.1,204,3,213,11
981-Maibalik_PNG.rf.6f6a0b7017d2c0951038fe4c45f66f24.jpg,301,75,5,240,17,297,64
981-Maibalik_PNG.rf.6f6a0b7017d2c0951038fe4c45f66f24.jpg,301,75,5.3,255,67,275,75
889-Alipin_PNG.rf.3a3aa0cce3f1a5ee59ff9e9983e53d70.jpg,274,75,1,0,30,61,66
889-Alipin_PNG.rf.3a3aa0cce3f1a5ee59ff9e9983e53d70.jpg,274,75,2,81,19,137,68
889-Alipin_PNG.rf.3a3aa0cce3f1a5ee59ff9e9983e53d70.jpg,274,75,2.1,97,5,111,18
889-Alipin_PNG.rf.3a3aa0cce3f1a5ee59ff9e9983e53d70.jpg,274,75,3,149,19,209,58
889-Alipin_PNG.rf.3a3aa0cce3f1a5ee59ff9e9983e53d70.jpg,274,75,3.1,173,4,187,18
889-Alipin_PNG.rf.3a3aa0cce3f1a5ee59ff9e9983e53d70.jpg,274,75,4,225,11,274,56
889-Alipin_PNG.rf.3a3aa0cce3f1a5ee59ff9e9983e53d70.jpg,274,75,4.3,240,60,259,74
878-Maaari_PNG.rf.151af43cd400125e10e088d0855f2a83.jpg,421,93,1,7,11,104,85
878-Maaari_PNG.rf.151af43cd400125e10e088d0855f2a83.jpg,421,93,2,122,18,215,83
878-Maaari_PNG.rf.151af43cd400125e10e088d0855f2a83.jpg,421,93,3,230,16,321,86
878-Maaari_PNG.rf.151af43cd400125e10e088d0855f2a83.jpg,421,93,4,332,23,413,81
878-Maaari_PNG.rf.151af43cd400125e10e088d0855f2a83.jpg,421,93,4.1,357,11,374,26
852-Pusa_PNG.rf.35c978a9eb84a4df64c638fed7f9dc04.jpg,219,136,1,7,13,96,86
852-Pusa_PNG.rf.35c978a9eb84a4df64c638fed7f9dc04.jpg,219,136,1.2,57,92,74,115
852-Pusa_PNG.rf.35c978a9eb84a4df64c638fed7f9dc04.jpg,219,136,2,110,42,211,136
946-Mawala_PNG.rf.da1d1745a2d831e06f171c66288647f9.jpg,355,138,1,14,27,137,123
946-Mawala_PNG.rf.da1d1745a2d831e06f171c66288647f9.jpg,355,138,2,148,26,231,118
946-Mawala_PNG.rf.da1d1745a2d831e06f171c66288647f9.jpg,355,138,3,238,39,343,117
820-Lima_PNG.rf.b1d488d0a78900c634d312a244e00b50.jpg,149,76,1,4,16,79,74
820-Lima_PNG.rf.b1d488d0a78900c634d312a244e00b50.jpg,149,76,1.1,32,4,41,15
820-Lima_PNG.rf.b1d488d0a78900c634d312a244e00b50.jpg,149,76,2,82,17,148,70
833-Masaktan_PNG.rf.06ed9852e4fbac28f515490f71496798.jpg,266,61,1,6,9,50,54
833-Masaktan_PNG.rf.06ed9852e4fbac28f515490f71496798.jpg,266,61,2,65,9,121,52
833-Masaktan_PNG.rf.06ed9852e4fbac28f515490f71496798.jpg,266,61,3,127,6,173,46
833-Masaktan_PNG.rf.06ed9852e4fbac28f515490f71496798.jpg,266,61,3.3,161,39,173,54
833-Masaktan_PNG.rf.06ed9852e4fbac28f515490f71496798.jpg,266,61,4,179,6,215,50
833-Masaktan_PNG.rf.06ed9852e4fbac28f515490f71496798.jpg,266,61,5,222,12,260,49
833-Masaktan_PNG.rf.06ed9852e4fbac28f515490f71496798.jpg,266,61,5.3,234,45,250,57
987-Magpakumbaba_PNG.rf.d39f71d6e080182d4b361df2ea24d7a2.jpg,458,65,1,1,16,66,57
987-Magpakumbaba_PNG.rf.d39f71d6e080182d4b361df2ea24d7a2.jpg,458,65,2,66,7,123,54
987-Magpakumbaba_PNG.rf.d39f71d6e080182d4b361df2ea24d7a2.jpg,458,65,3,129,7,201,57
987-Magpakumbaba_PNG.rf.d39f71d6e080182d4b361df2ea24d7a2.jpg,458,65,4,210,6,263,52
987-Magpakumbaba_PNG.rf.d39f71d6e080182d4b361df2ea24d7a2.jpg,458,65,5,274,9,346,55
987-Magpakumbaba_PNG.rf.d39f71d6e080182d4b361df2ea24d7a2.jpg,458,65,6,357,8,409,50
987-Magpakumbaba_PNG.rf.d39f71d6e080182d4b361df2ea24d7a2.jpg,458,65,7,414,11,456,50
987-Magpakumbaba_PNG.rf.d39f71d6e080182d4b361df2ea24d7a2.jpg,458,65,2.3,91,52,113,65
987-Magpakumbaba_PNG.rf.d39f71d6e080182d4b361df2ea24d7a2.jpg,458,65,4.2,229,57,240,65
987-Magpakumbaba_PNG.rf.d39f71d6e080182d4b361df2ea24d7a2.jpg,458,65,5.3,322,43,342,65
857-Baybay_PNG.rf.e88b35a569a06530ab885028b4e8edfe.jpg,335,99,1,13,5,84,76
857-Baybay_PNG.rf.e88b35a569a06530ab885028b4e8edfe.jpg,335,99,2,91,19,163,67
857-Baybay_PNG.rf.e88b35a569a06530ab885028b4e8edfe.jpg,335,99,2.3,128,74,159,99
857-Baybay_PNG.rf.e88b35a569a06530ab885028b4e8edfe.jpg,335,99,3,193,9,253,81
857-Baybay_PNG.rf.e88b35a569a06530ab885028b4e8edfe.jpg,335,99,4,256,20,331,66
857-Baybay_PNG.rf.e88b35a569a06530ab885028b4e8edfe.jpg,335,99,4.3,300,68,329,98
858-Pamamaalam_PNG.rf.1ce7c0664a75995f4e025f923f1e490a.jpg,553,83,1,8,28,87,72
858-Pamamaalam_PNG.rf.1ce7c0664a75995f4e025f923f1e490a.jpg,553,83,2,107,24,175,64
858-Pamamaalam_PNG.rf.1ce7c0664a75995f4e025f923f1e490a.jpg,553,83,3,205,19,276,56
858-Pamamaalam_PNG.rf.1ce7c0664a75995f4e025f923f1e490a.jpg,553,83,4,288,17,354,53
858-Pamamaalam_PNG.rf.1ce7c0664a75995f4e025f923f1e490a.jpg,553,83,5,384,11,447,53
858-Pamamaalam_PNG.rf.1ce7c0664a75995f4e025f923f1e490a.jpg,553,83,6,465,8,548,44
858-Pamamaalam_PNG.rf.1ce7c0664a75995f4e025f923f1e490a.jpg,553,83,6.3,508,44,530,62
869-Naninira_PNG.rf.c2029fe00fb367104c3fc69b4539a830.jpg,334,97,1,3,26,69,89
869-Naninira_PNG.rf.c2029fe00fb367104c3fc69b4539a830.jpg,334,97,2,81,18,150,82
869-Naninira_PNG.rf.c2029fe00fb367104c3fc69b4539a830.jpg,334,97,2.1,107,0,123,9
869-Naninira_PNG.rf.c2029fe00fb367104c3fc69b4539a830.jpg,334,97,3,158,9,237,85
869-Naninira_PNG.rf.c2029fe00fb367104c3fc69b4539a830.jpg,334,97,3.1,189,1,201,11
869-Naninira_PNG.rf.c2029fe00fb367104c3fc69b4539a830.jpg,334,97,4,264,12,332,74
834-Matauhan_PNG.rf.7ce863636e28bcf16e1ba6e35ced7daa.jpg,231,73,1,4,13,43,65
834-Matauhan_PNG.rf.7ce863636e28bcf16e1ba6e35ced7daa.jpg,231,73,2,48,21,84,65
834-Matauhan_PNG.rf.7ce863636e28bcf16e1ba6e35ced7daa.jpg,231,73,3,93,28,118,58
834-Matauhan_PNG.rf.7ce863636e28bcf16e1ba6e35ced7daa.jpg,231,73,4,125,24,178,50
834-Matauhan_PNG.rf.7ce863636e28bcf16e1ba6e35ced7daa.jpg,231,73,5,184,15,226,58
834-Matauhan_PNG.rf.7ce863636e28bcf16e1ba6e35ced7daa.jpg,231,73,5.3,199,53,214,69
943-Hayag_PNG.rf.ef99c0d79909ddb42668d7f71c6fc078.jpg,259,87,1,2,24,79,76
943-Hayag_PNG.rf.ef99c0d79909ddb42668d7f71c6fc078.jpg,259,87,2,95,9,189,72
943-Hayag_PNG.rf.ef99c0d79909ddb42668d7f71c6fc078.jpg,259,87,3,196,13,258,70
943-Hayag_PNG.rf.ef99c0d79909ddb42668d7f71c6fc078.jpg,259,87,3.3,230,74,254,87
859-Lubusan_PNG.rf.2193f3e3720983cca55443ba91c66ee0.jpg,284,85,1,14,9,67,56
859-Lubusan_PNG.rf.2193f3e3720983cca55443ba91c66ee0.jpg,284,85,2,83,5,133,59
859-Lubusan_PNG.rf.2193f3e3720983cca55443ba91c66ee0.jpg,284,85,3,148,6,209,66
859-Lubusan_PNG.rf.2193f3e3720983cca55443ba91c66ee0.jpg,284,85,4,233,1,278,49
859-Lubusan_PNG.rf.2193f3e3720983cca55443ba91c66ee0.jpg,284,85,1.2,41,72,52,83
859-Lubusan_PNG.rf.2193f3e3720983cca55443ba91c66ee0.jpg,284,85,2.2,111,69,123,83
859-Lubusan_PNG.rf.2193f3e3720983cca55443ba91c66ee0.jpg,284,85,4.3,251,52,275,74
849-Matuto_PNG.rf.75dadb5fe096db6a34f24399f0274e79.jpg,321,133,1,5,23,117,116
849-Matuto_PNG.rf.75dadb5fe096db6a34f24399f0274e79.jpg,321,133,2,122,14,214,98
849-Matuto_PNG.rf.75dadb5fe096db6a34f24399f0274e79.jpg,321,133,3,228,13,313,97
849-Matuto_PNG.rf.75dadb5fe096db6a34f24399f0274e79.jpg,321,133,2.2,164,108,189,133
849-Matuto_PNG.rf.75dadb5fe096db6a34f24399f0274e79.jpg,321,133,3.2,250,102,275,130
958-Pasa_PNG.rf.e59dcbe87642c01df8eb349ea1fea9be.jpg,109,47,1,1,11,51,41
958-Pasa_PNG.rf.e59dcbe87642c01df8eb349ea1fea9be.jpg,109,47,2,62,10,98,42
935-Katawan_PNG.rf.6138e45985148b4a05af5b4f0ab6c439.jpg,315,85,1,2,12,76,75
935-Katawan_PNG.rf.6138e45985148b4a05af5b4f0ab6c439.jpg,315,85,2,96,8,163,63
935-Katawan_PNG.rf.6138e45985148b4a05af5b4f0ab6c439.jpg,315,85,3,169,21,226,67
935-Katawan_PNG.rf.6138e45985148b4a05af5b4f0ab6c439.jpg,315,85,4,241,21,311,68
935-Katawan_PNG.rf.6138e45985148b4a05af5b4f0ab6c439.jpg,315,85,4.3,269,70,287,83
775-Munti_PNG.rf.b02220749f54416b99f97858622723b3.jpg,234,72,3.1,194,0,216,15
775-Munti_PNG.rf.b02220749f54416b99f97858622723b3.jpg,234,72,3,166,14,233,60
775-Munti_PNG.rf.b02220749f54416b99f97858622723b3.jpg,234,72,2.3,123,57,148,72
775-Munti_PNG.rf.b02220749f54416b99f97858622723b3.jpg,234,72,2,107,9,161,56
775-Munti_PNG.rf.b02220749f54416b99f97858622723b3.jpg,234,72,1.2,41,58,65,69
775-Munti_PNG.rf.b02220749f54416b99f97858622723b3.jpg,234,72,1,3,15,91,58
829-Dakilang_PNG.rf.c986f68f577ca56afd6a24d3ed6e83ba.jpg,345,123,1,4,28,86,90
829-Dakilang_PNG.rf.c986f68f577ca56afd6a24d3ed6e83ba.jpg,345,123,2,99,29,170,91
829-Dakilang_PNG.rf.c986f68f577ca56afd6a24d3ed6e83ba.jpg,345,123,3,179,26,246,99
829-Dakilang_PNG.rf.c986f68f577ca56afd6a24d3ed6e83ba.jpg,345,123,4,246,29,345,94
829-Dakilang_PNG.rf.c986f68f577ca56afd6a24d3ed6e83ba.jpg,345,123,2.1,120,5,135,18
829-Dakilang_PNG.rf.c986f68f577ca56afd6a24d3ed6e83ba.jpg,345,123,4.3,286,90,308,119
915-Asawa_PNG.rf.f057868641ac9da802b2572fb1921f75.jpg,175,56,1,1,11,56,50
915-Asawa_PNG.rf.f057868641ac9da802b2572fb1921f75.jpg,175,56,2,59,13,115,52
915-Asawa_PNG.rf.f057868641ac9da802b2572fb1921f75.jpg,175,56,3,123,10,173,52
855-Kayo_PNG.rf.6a8992d4fd62ba5c3bd7dddbb267d2fc.jpg,205,130,1,5,4,96,95
855-Kayo_PNG.rf.6a8992d4fd62ba5c3bd7dddbb267d2fc.jpg,205,130,2,106,25,197,97
855-Kayo_PNG.rf.6a8992d4fd62ba5c3bd7dddbb267d2fc.jpg,205,130,2.2,150,100,173,126
975-Nananatili_PNG.rf.d222aa255b65223feb84d3d906d0883b.jpg,263,63,1,1,14,45,63
975-Nananatili_PNG.rf.d222aa255b65223feb84d3d906d0883b.jpg,263,63,2,54,11,99,61
975-Nananatili_PNG.rf.d222aa255b65223feb84d3d906d0883b.jpg,263,63,3,108,7,154,59
975-Nananatili_PNG.rf.d222aa255b65223feb84d3d906d0883b.jpg,263,63,4,161,7,208,58
975-Nananatili_PNG.rf.d222aa255b65223feb84d3d906d0883b.jpg,263,63,4.1,169,4,178,15
975-Nananatili_PNG.rf.d222aa255b65223feb84d3d906d0883b.jpg,263,63,5,218,7,262,60
975-Nananatili_PNG.rf.d222aa255b65223feb84d3d906d0883b.jpg,263,63,5.1,233,2,241,10
784-Makaalala_PNG.rf.b0dcba03e771f91227b599b8389439f5.jpg,314,56,1,7,10,57,44
784-Makaalala_PNG.rf.b0dcba03e771f91227b599b8389439f5.jpg,314,56,2,73,11,119,42
784-Makaalala_PNG.rf.b0dcba03e771f91227b599b8389439f5.jpg,314,56,3,138,1,187,43
784-Makaalala_PNG.rf.b0dcba03e771f91227b599b8389439f5.jpg,314,56,4,201,9,246,44
784-Makaalala_PNG.rf.b0dcba03e771f91227b599b8389439f5.jpg,314,56,5,261,9,305,44
